Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,2.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.100000,4.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.200000,6.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.300000,8.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.400000,10.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.500000,12.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.600000,14.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.700000,16.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.800000,18.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
0.900000,20.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.000000,22.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.100000,24.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.200000,26.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.300000,28.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.400000,30.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.500000,32.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.600000,34.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.700000,36.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.800000,38.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
1.900000,40.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.000000,42.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.100000,44.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.200000,46.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.300000,48.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.400000,50.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.500000,52.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.600000,54.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.700000,56.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.800000,58.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
2.900000,60.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.000000,62.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.100000,64.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.200000,66.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.300000,68.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.400000,70.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.500000,72.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.600000,74.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.700000,76.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.800000,78.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
3.900000,80.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.000000,82.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.100000,84.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.200000,86.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.300000,88.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.400000,90.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.500000,92.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.600000,94.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.700000,96.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.800000,98.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
4.900000,100.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.000000,102.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.100000,104.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.200000,106.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.300000,108.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.400000,110.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.500000,112.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.600000,114.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
5.700000,116.000000,,20.000000,20.000000,0.000000,0.000000,0.000000,,On-ramp
